File_A,File_B,Note,DecisionTime,A is neutral,B is neutral,Gain,freq,Cue
experiment data/sounds/F2.wav,experiment data/Modified Sounds/F2.wav,-8,9.825,True,False,3,2500,1.12
experiment data/sounds/F5.wav,experiment data/Modified Sounds/F5.wav,2,1.585,True,False,3,2500,1.12
