File_A,File_B,Note,DecisionTime,A is neutral,B is neutral,Gain,freq,Cue
experiment data/Modified Sounds/F6.wav,experiment data/sounds/F6.wav,-6,1.177,False,True,3,2500,1.12
experiment data/Modified Sounds/F9.wav,experiment data/sounds/F9.wav,0,0.993,False,True,3,2500,1.12
